id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
z22ou1ryjtuxsh0f0acdp431yhcvypcnzjrjd1ofastw03c010c,Chef Wilson,22 hours ago,1506462371916,这些频道，假黑中国，真洗轮子，毒性贼大，看看就行，鬼老不看，国人看笑话，华人看热闹。越出越慢，内容的新鲜度有待提高，不弄点有意思的视频取消订阅了！LOL,0,false,0,,,,,,
z23ren1pbvidinpik04t1aokgyblkvk4hm00dqcpem5zbk0h00410,九代目,3 days ago,1506282371921,我发现你们更懂中国,0,false,0,,,,,,
z23fczybinr4h5vr504t1aokg4cyltuponqpujdsdw2jbk0h00410,FIRMAMENT 1916,5 days ago,1506109571927,有人提点就是好,0,false,0,,,,,,
z22ld5gzjlq0eb24d04t1aokgcy2w1ujmrcafkoausj4bk0h00410,aa haha,6 days ago,1506023171943,看图 都能想象说话出一大推  厉害,0,false,0,,,,,,
z22yuns4os3csvls4acdp433ucr2du4o2upe10xsktpw03c010c,1 23,6 days ago,1506023171948,媳禁瓶死胖子一個、汝快自殺吧！,1,false,0,,,,,,
z23iibixply4gnugj04t1aokgeq4243atma5rh5w0ggxbk0h00410,Sophia Chee,6 days ago,1506023171954,习进平是个有能力的领导。看一看现在的突飞孟进的中国就是最好的见证。,0,false,0,,,,,,
z23gwxqrzmzggpl2yacdp43ax0xfh1nrmcp1ma1ats1w03c010c,张宝山,1 week ago,1505936771959,只要维护人民利益的官就是好官不论是谁,0,false,0,,,,,,
z225i3hpirjludzg104t1aokgmypuprfastqlnesf51gbk0h00410,kymr -Chinese,1 week ago,1505936771965,求求你们不要再消费长者了，不管你们怎么写，他永远都会拿走你生命中的1s,0,false,0,,,,,,
z221irfpfxuxurnaf04t1aokg4xjrloa3pju54n2dpwmbk0h00410,zisulang,1 week ago,1505936771980,現在這都都當做茶餘飯後的笑料看了~,0,false,0,,,,,,
z23yhzsrfyytsbnd3acdp43ag21gypvxq5nijspkrkpw03c010c,Liu Lisa,1 week ago,1505936771986,，,0,false,0,,,,,,
z23uhnnatmaqsx5r104t1aokgu3qzwqyhs0xsrs4dd25bk0h00410,姜邦彥,2 weeks ago,1505331971992,小熊維尼的 逆爭上游的鬥爭歷史....腥風血雨下 權力交替後 小熊維尼也會落得先人的下場,0,false,0,,,,,,
z22btth5us2ty1j4504t1aokg1m43d2wlwqyrv4ih1zhrk0h00410,陳偉嘉,3 weeks ago,1504727171998,"作為一個道地的台灣人！
目前我很羨慕大陸的政治環境！
也很敬佩習大大的風範！
台灣現在太過民主了！",0,false,0,,,,,,
z220fprhukfatdqok04t1aokguaw3uvgtg3zd01xg52ebk0h00410,shao wang,3 weeks ago,1504727172017,下贱的台巴子法轮功,0,false,0,,,,,,
z220sp1irujihv4nuacdp430jz2hypdig1smxk2x4vpw03c010c,XIRAN ZHU,3 weeks ago,1504727172023,看到了，知道了，但是并没有什么用，知道就行了,0,false,0,,,,,,
z235gt2jsridept02acdp4322azqbebdsxie2qheradw03c010c,石蒋介,3 weeks ago,1504727172029,看到了好多杀毒软件，在360面前，叫叫叫，最后一次全清。,0,false,0,,,,,,
z23dtvzxiq2stfx0bacdp431bidbktdffm3fvjeif1hw03c010c,程翔,3 weeks ago,1504727172036,视频就打不开啊,0,false,0,,,,,,
z23nzncxhsnqgnjz304t1aokgf33tci2qngdikvgfa4frk0h00410,hongmei Sun,4 weeks ago,1504122372041,江泽民是个大贪官，卖国贼,0,false,0,,,,,,
z22igbmrkpniyrayk04t1aokgurabptf3p3enzaduw2lbk0h00410,alooo h,4 weeks ago,1504122372056,站的高看的远，井底之蛙能看到什么？,1,false,0,,,,,,
z22zdxeghuzncp4bw04t1aokgf1fhanv43ol4mnl2012bk0h00410,文贵郭,1 month ago,1503863172062,我郭文贵始终明确表示：不反共！我是替老领导代表的贪腐集团打击王岐山！打击老领导党内对手！影响十九大！意图停止反腐，回到老领导的共匪時代，老領導和文贵一起悶聲發大財的日子，继续盗国！如同当年毛泽东利用红卫兵，打倒刘少奇！真理是永恒的，谎言却不断变化！共匪垮台了，老领导和文贵也完了,0,false,0,,,,,,
z23dhhfagqvpu5gv3acdp43axioqjqs125tatrgl0k5w03c010c,史盛宇,1 month ago,1503863172067,习近平是最烂的，烂中之烂,1,false,0,,,,,,
z222ythw3obijlc1pacdp4352p3qzbz0voqk0r2wjvtw03c010c,liu kai,1 month ago,1503863172738,江泽民你个老不死的，祝你全家暴毙,0,false,0,,,,,,
z232j5vovqn2ynpdlacdp433rnxehpsrnz0ll1fqpaxw03c010c,邓利敏,1 month ago,1503863172751,谁诋毁我习大大，诋毁共产党，诋毁中国，我就操你们的祖宗！,0,false,0,,,,,,
z22nsvu4zsyiexhfgacdp431ztnbpvk1nu4ds2v5quhw03c010c,Soowin S,1 month ago,1503863172755,"习大大最棒！
不接受反驳",0,false,0,,,,,,
z22ozh4avnundnboa04t1aokgdysu1fwk4uwnepno4nbbk0h00410,小杜,1 month ago,1503863172760,中国就这你作了事，说都不就说啊，,0,false,0,,,,,,
z22acr1awxn1j11clacdp433014jrbjulejlinsjkjxw03c010c,DOS D,1 month ago,1503863172763,一群脑子有病的人，有胆自己读啊，别用电脑读。,0,false,0,,,,,,
z22fi3yzjs24slvyz04t1aokg1vn2vnf0ewjbslpp34vbk0h00410,马司晗,1 month ago,1503863172777,一个小编也妄议国家领导人事调动，言论自由到了可以胡说八道。,0,false,0,,,,,,
z22fi3yzjs24slvyz04t1aokgxak4sycfzv0bubxi0h1bk0h00410,马司晗,1 month ago,1503863172782,主编是学法轮大法的吧,0,false,0,,,,,,
z23cudyb4wehf30chacdp435j0zgorueecdvjnbrrtxw03c010c,占大,1 month ago,1503863172786,有些古老的政治思维是有其危险性的，政府权力过大不是好事，之前值得警醒。把自身命运完全托付给党本来就是很懒的做法。遇见好领导人也罢，遇不见就是民族末日，例如文革。几千年的封建思想，换汤不换药。不过是又一个明君形象。,0,false,0,,,,,,
z22atd2gfxjgydf23acdp430d2kqx0pxtpeo1l1wfmxw03c010c,DAN YI,1 month ago,1503863172790,江湖习气,0,false,0,,,,,,
z22rt3kbppnkiplxq04t1aokgfuok4rutivkdaiehucobk0h00410,朱文文,1 month ago,1503863172794,哦哦，,0,false,0,,,,,,
z22tdtjbjvvhjbafuacdp434ybvx1wfwyev0hrznl3dw03c010c,catherine bi,1 month ago,1503863172806,红二代也得自己拼上去啊,0,false,0,,,,,,
z23fxrwhfte3dfw1dacdp434h3p1gwpzimfdntxnvfxw03c010c,Yuri Zhang,1 month ago,1503863172810,习主席是一位伟大人物。,0,false,0,,,,,,
z23dshaopqbcubsfsacdp433e1kiuzmvzrjy5wd3qg1w03c010c,寂寞美女,1 month ago,1503863172814,看一看再说！,0,false,0,,,,,,
z23hj5xymzmvxt1tuacdp43234at0f0atscmwpzpbbtw03c010c,王小安,1 month ago,1503863172818,+奈：【yoxi852】/各/行/各/業/*/灣/美/女/**/職*等*你*來,0,false,0,,,,,,
z22yffi4ut2ctvpllacdp431ktdxokjqxgpvbkhseoxw03c010c,唐突的男子,1 month ago,1503863172822,希望习大大能搞好中国，,0,false,0,,,,,,
z22uw5wg4oyqjfjid04t1aokg5otjvcc00zwei44rnmybk0h00410,我是坏人,1 month ago,1503863172836,看到了一个不一样的世界,0,false,0,,,,,,
z23vxxxb4kfqzjbm4acdp43bmwrwnyhkc45bvlcbkypw03c010c,GG 嘿,1 month ago,1503863172841,我爱你中国,0,false,0,,,,,,
z12gfhmb4ri2dn4r504cdp0zxwm2i1t4i5k,hong shen,1 month ago,1503863172845,我看到的事，习近平上台后的反腐力度，这里轮子在BB，有中国共产党生活还是稳定的。虽说中国还有很多事要解决，但是国家还是稳定的，不要乱相信网上，看看自己身边最实际。,0,false,0,,,,,,
z13ucpmwjp3nt1z3o230ijoqxxnhh1pv0,冰麒麟,1 month ago,1503863172851,養貪官 抓貪官 皇上英明,0,false,0,,,,,,
z125zvlzxkuutvcwa04cj315zs3ucrghdjk,张森,1 month ago,1503863172864,这么假，语音都是google的，谁看不出来，为了黑而黑,0,false,0,,,,,,
z12qi3dpmzuhznvxz04ce3xrsvupsjtjftg0k,yu yong,1 month ago,1503863175925,无稽之谈,0,false,0,,,,,,
z12xtbkpamuddrrl222fttfgzu3pgloeb,yawei zhang,1 month ago,1503863175929,大大还是不错的，不管天上神仙怎样斗，基层的官员确实收敛了很多,0,false,0,,,,,,
z12rypmosnufu3xpc04cipciqrusdnkgpr40k,共艹党曹博凯,2 months ago,1501184775931,习近平是谁？？？,0,false,0,,,,,,
z13hu1lxhziuyzvoc04cjpej0r3lgbjzi04,晓鸿曲,2 months ago,1501184775934,选出以习近平为首的领导班子，是中国和中国人民之大幸。,0,false,0,,,,,,
z125dhw5pkbcwb0bx04cdbyb2tjkyxyiedc,nanaya shiki,2 months ago,1501184775937,貌似最没有存在感的中国领导人就是胡景涛了，无论是捧还是黑的都很少提到他，这是为啥,0,false,0,,,,,,
z12fczci0wmdxnqu1225ix0a0mn3s53h404,刘洋,2 months ago,1501184775940,怎么不报道一下我以前养一条狗叫布什，一条叫小泉。最后都叫我对门给药死了。这是机密,0,false,0,,,,,,
z13aixtxgnjqsjtvr23ohx0wcrfjxzoho04,凌飞,2 months ago,1501184775943,我就看看，不说话，，一锅糟粕夹杂一两颗米粒，非要说成是米粥，哗众取宠，颠倒是非，总要弄个大新闻,2,false,0,,,,,,
z13xxfcg5nmttjs0n23swvzrywa0gtb1b,xiaowang wang,2 months ago,1501184775947,祝愿习主席身体健康，带领中国实现中华民族伟大复兴，实现中国民主政治，实现伟大的中国梦！！！！,0,false,0,,,,,,
z121hhyyzoa2j3lrv04cj3ejhrzpshfzt3w,罗霸天,2 months ago,1501184775950,"所以youtube之類的在大陸才會被墻啊
希望在以娛樂為主的網站 這些政治性強的能少一些",0,false,0,,,,,,
z132v1ij5vn0jb3kg22euxbakyuyw5rbh04,wong kin yan wong kin yan,2 months ago,1501184775952,黑暗在明亮人在欢笑一手遮天随欲所思权而独称结帮互利家肥室润耻作自受千古轶闻,0,false,0,,,,,,
z121dvxyztilcfmmt232wtdhjpfewzhxi04,火线追击,2 months ago,1501184775955,今刚翻墙，就在墙外看到了这么多国内看不到的。,0,false,0,,,,,,
z13ofxuowseqhrmjx04cj115puzfir5zvkk0k,陈翔,2 months ago,1501184775958,没人膜？,0,false,0,,,,,,
z13qippj1wvyt3y5204celgbamnqf5zaqzw0k,万寒川,2 months ago,1501184775961,苟,0,false,0,,,,,,
z13ddttairflzbnjy04cftur4pi4vt3jcj0,世界未日,2 months ago,1501184775972,gay一族,0,false,0,,,,,,
z13tyz2xfqemex4u1235djmjwznih50l5,林毅,2 months ago,1501184775974,請習大大救救台灣人民~將李登輝~基隆林水木~徐少萍抓起來~這種殘害台灣人民的人渣~利用台灣的司法來殘害台灣人民~台灣人民求救無門~台灣很怕美國~中國人本來就該統一~就是這些爛人~為了自己能殘害百姓~所以抗拒統一~習大大~還有大陸的同胞~請大家合作~求你們來治理台灣~跟馬英九說~跟曾永權說~他們請我去法院~台灣的司法根本是一個騙局~馬英九將人民的錢匯入私人口袋~居然可以判無罪~真的請救救台灣人~,0,true,6,,,,,,
,,,,,,,,z13tyz2xfqemex4u1235djmjwznih50l5.1500588587882722,你爹,2 months ago,1501184776480,蓝营兄弟？,0
,,,,,,,,z13tyz2xfqemex4u1235djmjwznih50l5.1500589823180935,林毅,2 months ago,1501184776483,我是台灣辛苦工作的勞工百姓~~我被台灣三害搞的家破人亡~白道黑道都知道我的事情~但是沒有人能幫我~都要我求諸司法~我勝訴了~事情還是無解~他們繼續領高薪過爽爽~每一個人都知道台灣的司法是騙人的~只能求習大大救人~若非真的走投無路~不會在網路上求救~,0
,,,,,,,,z13tyz2xfqemex4u1235djmjwznih50l5.1500671424494303,林毅,2 months ago,1501184776488,你還在嘛?,0
,,,,,,,,z13tyz2xfqemex4u1235djmjwznih50l5.1500671501731240,林毅,2 months ago,1501184776491,可以幫我聯絡習近平跟人民解放軍來攻打台灣嗎?先除台灣三害~~~,0
,,,,,,,,z13tyz2xfqemex4u1235djmjwznih50l5.1500994221383994,你爹,2 months ago,1501184776495,兄弟，我不是体制内的人，人微言轻呀，现在是和平年代，不可能因为一个人的一句话就发动战争。我是真的爱莫能助，我自己也有一大堆烦心事的,0
,,,,,,,,z13tyz2xfqemex4u1235djmjwznih50l5.1501031686098596,林毅,2 months ago,1501184776503,誰跟你說是和平年代?和平年代會欺壓百姓到如此程度?逼到人民要求起來求正義??,0
z134uhfjbkqijjsvz23dzhrxlomuf3coi04,马先福,2 months ago,1501184775978,哈哈  你都知道秘密了,0,false,0,,,,,,
z12pvtwqlnuizpcmj22wyjkxes3igbqmy,刘磊,2 months ago,1501184775980,习主席是继毛泽东邓小平之后最伟大的政治家，这点毋庸置疑,3,false,0,,,,,,
z13bypupjomzgnqac04chjvhaoqwu1hwt20,张小龙,2 months ago,1501184775983,对品牌鞋子感兴趣的家我微星 9 2 4 0 5 5 9 8 7,0,false,0,,,,,,
z12fsljqxnfis3hy504cctwrksaayv1rxwc0k,初心勿忘,2 months ago,1501184775985,炎黄兄弟姐妹们，我们不能被这些邪恶势力给迷惑了双眼，如果真的被动摇了，接受不了，你们应该立即抛弃研究历史，那些时代跟我们这群老百姓毫无生活联系，我们虽然常说铭记历史，面向未来，但对你们被动摇内心的人来说，停止回顾历史是真正的药方，我们现在的生活多么美好，目前世界老二老三，这功劳非共产党莫属。根本不需要看这些丑陋的，万恶的犯罪者们制作的精神毒品，笑笑就好。我们需要的是民族团结之心，只要团结了，美狗迟早完蛋。我们国家没有战乱，治安比西方资本主义好个几百倍，除此之外你们还在追求什么呢？民主，人民当家做主，全国人大为我们办妥。言论自由？我们需要吗？我们有一个人人信任的伟大的政党，因为有它我们才能有今天，才能崛起，这么伟大骂它干啥？不服气你想去推翻？我们是世界第一大党啊，有那么容易翻吗？翻了要靠谁？靠你们这群反动分子吗？恐怕10几亿人都不会信任吧。结论 我们只要相信我们拥有一个引以为豪的执政党带领我们走到世界第一就够了，挖历史墙角是毫无意义的，就算真相存在利弊，看到今天的中国崛起，什么都可以一笑而过了。,0,false,0,,,,,,
z12ag13airues35ya04ci3fwcyyizvtz1iw,Kaijun Shu,2 months ago,1501184775987,"我只想知道为什么我刚创个youtube小号，就给我推送这些东西，满满的都是西方的关怀啊。某些生活在美国的人真的比我们中国人还要关心中国呢。太令我感动了，我都没想过在美国有这么多美国人如此关心我们中国老百姓，让我体会到了什么叫做国际关怀。
对于那些呼吸着美国香甜空气却不忘水深火热中国人民的知识分子们，我真的很感激你们对中国人民的关怀，所以请你们一定别回中国了————永远别来中国，中国这么邪恶跟垃圾，你们这些伟大的人物应该留在美国呼吸香甜的 空气，这是对你们高尚的人格最好的奖励。
“西方亡我中国之心不死，汉奸走狗看看岳飞庙前的跪像吧。”————额，一不小心说了实话，实在演不下去了。",0,false,0,,,,,,
z13xfb5znpftjfooy04cc3ir2nzceddx4jw,Steven Brown,2 months ago,1501184777232,人民的名义看多了,0,false,0,,,,,,
z13nvb4gixntctqbw04citmqnyzmhpti3ik,刘明,2 months ago,1501184777236,江泽民是习近平的老大，习近平只不过是个低能的弱智太子！,1,false,0,,,,,,
z13ht1fazsuvx52q104cgdppmvq0yrfxmww0k,中國觀察,2 months ago,1501184777243,世界門新聞 mnewstv.com,0,false,0,,,,,,
z13ssdnqcrqzd1ajd04cjzvrdvnrehd4jro0k,World Peace,2 months ago,1501184777249,天天揭这个秘，揭那个秘。小编的秘密难道也想有人揭一揭吗？难道我会告诉别人小编老婆肚子是我搞大的吗？？？,0,false,0,,,,,,
z13hsn3r1omitfpek23nxjchbmbzvvjpo04,你是被人壓的婆娘,2 months ago,1501184777252,"白豬 是母豬  被倭寇和印度阿三 搞來搞去 , 都沒反應 , 母豬性冷感 , 家人都在美國享福了",0,false,0,,,,,,
z12tengqguzxhtl2423vejvwluzntfffz,Liu Tony,2 months ago,1501184777260,習大大打貪打得政治清明，振奮民心士氣，最重要的是，基層官兵願為國效力，獻身。否則，真打起仗來，還不像伊拉克海珊的皇家衛隊第一個逃跑？！大官們搞貪搞黃，誰TMD為國犧牲？！,0,false,0,,,,,,
z13kjp0pmvbmhlwiw04ci5fynsaxwfkj2fs,张缘,2 months ago,1501184777264,希望习大大带领我们国家繁荣昌盛。 故意抹黑的人 应该抓起来坐牢！,0,false,0,,,,,,
z13tg3yzkkfcwf4ks23gvf2q2rb2e14y004,Annie Yuam,2 months ago,1501184777271,"网主， 放你死娘的屁 , 世界就是被这你些网上装逼网下哭, 无知又瞎逼逼的搅乱了.  你的生活该有多无聊空虚!! 
好日子，能上網瞎逼逼的日子， 太平日子，不好好过 , 不知道珍惜.  怨天怨地怨人, 骂天骂地骂人. 小人， 做人做民没有道德底线.  
今是个飞越， 抢钱的年代. 別到处放屁, 去多给子孙发财积德",0,false,0,,,,,,
z13ugtyijvzexjccl23qh10qklqjdtkqe04,womanheart121 黄,2 months ago,1501184777276,能让中国13亿人民有吃有喝就做的不错了！全世界那个国家可以做到！发展中国家在一步步进步…生在这个国家就要爱这个国家…,0,false,0,,,,,,
z13rvbwyhwzhulhc2222vntxcsjaexrj104,Tony Bi,2 months ago,1501184777282,机器发音。真难听。白耗费我的流量。,0,false,0,,,,,,
z12ft3qw4sqmyjgvo222ixsxxvfqflp3i,tom td,2 months ago,1501184777300,后面怎么没声音了,0,false,0,,,,,,
z13sh5zamunytrqef23zhpnpyoemuvmwv04,哈蛤,2 months ago,1501184777307,维基解密在哪个页面纰漏的,0,false,0,,,,,,
z12ntjppanjiyn1xb04celgb1vrly5vihtc0k,john y Guan,2 months ago,1501184777312,"中国的政治局面的复杂程度可以比的上传统围棋。
不管怎样，本人是非常反对中共和江泽民当局打压法轮功和真善忍信仰及炼功人。我相信所有人都会反对这场迫害的！人人都说：法轮大法好，这是千真万确的！",0,false,0,,,,,,
z134ynkhqlnew3kzx04cjhr51qffgf5b13k,无痕 无心,2 months ago,1501184777320,连真实的声音都不敢露出来，一听就是这种机器的声音。这种揭秘有意思？能让人信服？真的是各种黑，无脑黑,0,false,0,,,,,,
z12nsvuyrxqku1vp104cjfjzqnqbjznxj0g,全可,2 months ago,1501184777323,标题党，都是抹黑中国的,0,false,0,,,,,,
z13pt3mqqqawe3bnj22ugdjb0ubqj5ead04,胡泽宇,2 months ago,1501184777332,天天揭秘。。。,0,false,0,,,,,,
z13wtzoj3kugxv2tf225xzxbgzafyfxqg04,Gordon Poon,2 months ago,1501184777336,"法輪功媒體一派胡言，死無對證，當日陳良宇貪腐給抓，本來韓正上任做上海書記，但為江澤民安插習近平奪取，習近平本來就是江派，用來對付胡錦濤的團派，但法輪功把所有倒過來講，為習近平塗脂抹粉，可惡。

 甚麽叫港媒NTD，大紀元，甚至成報漢江泄，都是法輪功媒體，為習近平散佈似是而非的傳聞。",2,false,0,,,,,,
z13yvn1qbvyvujjyd04cihyw0s2qfn2ymik,时也命也运也,2 months ago,1501184777344,你们这些人都知道还大肆宣传要抓捕江泽民，他本人会不知道？,0,false,0,,,,,,
z13kcdmwpni3zbtdl22jvdcjewjihvvl5,神打,2 months ago,1501184777348,你们不明白，我们对习大大的敬仰，现在全国人民都拥护习大大,0,false,0,,,,,,
z12kcvsbvzvtfnwbl04cdfihluuxx3awzzc0k,jango Lee,2 months ago,1501184777354,说中国高层的视频，戴一个V字面具来讲，真是牛头不对马嘴。,0,false,0,,,,,,
z13nfpzrtmvmwdd1q22pdngrrwuvypfvb,江伟宁,2 months ago,1501184778535,哈哈哈，因缺思听~,0,false,0,,,,,,
z133clogwv3pejz2a22swfyhzwa4gl4od04,Mackel Zhang,2 months ago,1501184778542,既然有信息流出就代表不是空穴来风，等等看，信息的真实性就会有所反映,0,false,0,,,,,,
z12sjjdzfkypvpv5u04chxyiosrjijdxzac,马明,2 months ago,1501184778546,说好的人民当家做主呢  ？,0,false,0,,,,,,
z123tn3bsovuyzlct230zhnizqnuddlsd,Jasen Lee,2 months ago,1501184778553,你们啊，naive,0,false,0,,,,,,
z121tzzhgk23zvjrb04ch5ly2zupe5qaicg,Theodore 孫,2 months ago,1501184778556,太长听不下去。。麻烦下次不要啰嗦一堆有的没的长词试图让人信服，来个简短的。,0,false,0,,,,,,
